Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Nap
2/22/22 0:13,2/22/22 23:47,UTC-06:00,2/22/22 0:13,2/22/22 8:18,91,16.5,471,485,193,84,194,14,517,40,97,FALSE
2/20/22 23:32,2/22/22 0:13,UTC-06:00,2/20/22 23:32,2/21/22 7:10,83,16.4,430,457,276,67,87,27,519,21,94,FALSE
2/19/22 23:31,2/20/22 23:32,UTC-06:00,2/19/22 23:31,2/20/22 7:59,91,16.9,468,507,249,71,148,39,516,35,92,FALSE
2/19/22 0:16,2/19/22 23:31,UTC-06:00,2/19/22 0:16,2/19/22 8:18,85,17.3,427,482,203,91,133,55,500,18,89,FALSE
2/17/22 23:32,2/19/22 0:16,UTC-06:00,2/17/22 23:32,2/18/22 7:57,92,17,464,504,211,111,142,40,503,21,93,FALSE
2/17/22 0:22,2/17/22 23:32,UTC-06:00,2/17/22 0:22,2/17/22 8:34,91,16.7,460,487,258,71,131,27,505,12,94,FALSE
2/16/22 0:28,2/17/22 0:22,UTC-06:00,2/16/22 0:28,2/16/22 8:59,96,17,485,511,331,83,71,26,503,21,95,FALSE
2/15/22 0:07,2/16/22 0:28,UTC-06:00,2/15/22 0:07,2/15/22 8:37,91,16.6,481,509,189,128,164,28,528,47,95,FALSE
2/14/22 1:18,2/15/22 0:07,UTC-06:00,2/14/22 1:18,2/14/22 8:02,80,16.8,379,401,156,84,139,22,476,0,95,FALSE
2/12/22 23:24,2/14/22 1:18,UTC-06:00,2/12/22 23:24,2/13/22 8:57,100,16.7,523,573,217,122,184,50,486,6,91,FALSE
2/12/22 0:47,2/12/22 23:24,UTC-06:00,2/12/22 0:47,2/12/22 10:11,98,16.6,479,561,187,96,196,82,489,3,85,FALSE
2/10/22 23:46,2/12/22 0:47,UTC-06:00,2/10/22 23:46,2/11/22 8:32,99,16.4,503,521,237,94,172,18,510,30,96,FALSE
2/9/22 23:59,2/10/22 23:46,UTC-06:00,2/9/22 23:59,2/10/22 8:32,87,17.2,430,513,229,91,110,83,495,0,83,FALSE
2/8/22 23:51,2/9/22 23:59,UTC-06:00,2/8/22 23:51,2/9/22 8:53,100,16.7,519,536,227,88,204,17,482,0,97,FALSE
2/7/22 23:15,2/8/22 23:51,UTC-06:00,2/7/22 23:15,2/8/22 8:33,100,16.5,524,557,215,120,189,33,479,0,94,FALSE
2/6/22 23:03,2/7/22 23:15,UTC-06:00,2/6/22 23:03,2/7/22 8:14,100,16.6,526,545,173,118,235,19,494,12,96,FALSE
2/5/22 23:55,2/6/22 23:03,UTC-06:00,2/5/22 23:55,2/6/22 9:05,96,16.6,497,543,206,98,193,46,519,18,91,FALSE
2/5/22 1:10,2/5/22 23:55,UTC-06:00,2/5/22 1:10,2/5/22 10:15,94,16.5,498,545,196,130,172,47,528,54,91,FALSE
2/3/22 1:44,2/4/22 1:25,UTC-06:00,2/3/22 1:44,2/3/22 9:56,77,17.1,438,483,187,113,138,45,565,80,93,FALSE
2/2/22 1:25,2/3/22 1:44,UTC-06:00,2/2/22 1:25,2/2/22 7:59,66,16.8,354,394,130,75,149,40,536,40,90,FALSE
2/1/22 0:42,2/2/22 1:25,UTC-06:00,2/1/22 0:42,2/1/22 8:42,83,17.1,446,476,239,93,114,30,539,52,93,FALSE
1/30/22 23:44,2/1/22 0:42,UTC-06:00,1/30/22 23:44,1/31/22 7:59,78,16.8,421,495,172,89,160,74,537,37,85,FALSE
1/30/22 0:08,1/30/22 23:44,UTC-06:00,1/30/22 0:08,1/30/22 7:59,84,16.8,416,469,219,75,122,53,496,61,88,FALSE
1/29/22 1:17,1/30/22 0:08,UTC-06:00,1/29/22 16:26,1/29/22 17:26,10,18,52,60,35,7,10,8,548,61,91,TRUE
1/29/22 1:17,1/30/22 0:08,UTC-06:00,1/29/22 1:17,1/29/22 8:24,74,16.7,398,417,169,93,136,19,539,35,95,FALSE
1/27/22 23:58,1/29/22 1:17,UTC-06:00,1/27/22 23:58,1/28/22 8:00,85,17.1,448,482,149,89,210,34,528,30,94,FALSE
1/27/22 0:28,1/27/22 23:58,UTC-06:00,1/27/22 0:28,1/27/22 9:09,87,16.5,491,521,214,99,178,30,566,66,94,FALSE
1/26/22 0:57,1/27/22 0:28,UTC-06:00,1/26/22 0:57,1/26/22 8:01,72,16.9,360,421,212,70,78,61,500,0,86,FALSE
1/25/22 0:03,1/26/22 0:57,UTC-06:00,1/25/22 0:03,1/25/22 9:21,100,16.9,493,558,256,96,141,65,493,0,88,FALSE
1/23/22 23:11,1/25/22 0:03,UTC-06:00,1/23/22 23:11,1/24/22 8:02,100,16.9,477,528,226,65,186,51,476,0,90,FALSE
1/23/22 1:00,1/23/22 23:11,UTC-06:00,1/23/22 1:00,1/23/22 10:50,100,16.9,531,589,179,119,233,58,528,42,91,FALSE
1/21/22 23:23,1/23/22 1:00,UTC-06:00,1/21/22 23:23,1/22/22 7:38,86,17,454,495,232,108,114,41,529,27,92,FALSE
1/20/22 23:27,1/21/22 23:23,UTC-06:00,1/20/22 23:27,1/21/22 8:33,91,16.7,507,542,314,76,117,35,554,51,93,FALSE
1/20/22 0:19,1/20/22 23:27,UTC-06:00,1/20/22 0:19,1/20/22 9:07,83,16.9,458,525,168,106,184,67,553,52,87,FALSE
1/18/22 23:54,1/20/22 0:19,UTC-06:00,1/18/22 23:54,1/19/22 8:10,78,17.1,437,490,218,76,143,53,559,71,89,FALSE
1/18/22 0:30,1/18/22 23:54,UTC-06:00,1/18/22 0:30,1/18/22 7:26,70,16.6,385,416,151,88,146,26,554,42,93,FALSE
1/17/22 0:39,1/18/22 0:30,UTC-06:00,1/17/22 0:39,1/17/22 7:53,82,17.2,401,434,235,77,89,33,486,9,92,FALSE
1/16/22 1:28,1/17/22 0:39,UTC-06:00,1/16/22 1:28,1/16/22 10:38,97,17.1,502,550,250,89,163,48,519,42,91,FALSE
1/14/22 23:58,1/16/22 1:28,UTC-06:00,1/14/22 23:58,1/15/22 9:21,86,17.1,500,563,282,97,121,63,581,73,88,FALSE
1/14/22 0:44,1/14/22 23:58,UTC-06:00,1/14/22 0:44,1/14/22 7:54,69,16.8,387,425,141,78,168,38,562,71,91,FALSE
1/13/22 1:44,1/14/22 0:44,UTC-06:00,1/13/22 1:44,1/13/22 8:29,70,16.2,365,404,168,58,139,39,523,26,90,FALSE
1/11/22 23:36,1/13/22 1:44,UTC-06:00,1/11/22 23:36,1/12/22 8:36,89,17.3,491,539,282,70,139,48,554,61,91,FALSE
1/11/22 1:59,1/11/22 23:36,UTC-06:00,1/11/22 1:59,1/11/22 8:41,74,15.9,381,398,176,79,126,17,515,0,95,FALSE
1/9/22 22:58,1/11/22 1:59,UTC-06:00,1/9/22 22:58,1/10/22 8:03,100,16.7,502,527,198,124,180,25,478,0,96,FALSE
1/9/22 0:17,1/9/22 22:58,UTC-06:00,1/9/22 0:17,1/9/22 11:31,100,17.1,537,671,275,104,158,134,477,0,80,FALSE
1/7/22 23:01,1/9/22 0:17,UTC-06:00,1/7/22 23:01,1/8/22 9:17,100,16.9,547,615,299,101,147,68,516,18,88,FALSE
1/6/22 23:39,1/7/22 23:01,UTC-06:00,1/6/22 23:39,1/7/22 8:19,92,17.1,470,509,259,98,113,39,511,0,92,FALSE
11/18/21 21:02,11/19/21 21:02,UTC-06:00,11/18/21 21:02,11/19/21 4:41,80,17.2,421,457,206,78,137,36,525,30,92,FALSE
11/18/21 0:07,11/18/21 21:02,UTC-06:00,11/18/21 0:07,11/18/21 8:26,90,16.4,450,497,187,89,174,47,498,21,92,FALSE
11/14/21 23:26,11/15/21 23:15,UTC-06:00,11/14/21 23:26,11/15/21 8:01,93,16.8,481,515,229,91,161,34,517,39,93,FALSE
11/13/21 23:15,11/14/21 23:26,UTC-06:00,11/13/21 23:15,11/14/21 8:07,87,16.2,460,532,176,81,203,72,530,52,86,FALSE
11/12/21 23:09,11/13/21 23:15,UTC-06:00,11/12/21 23:09,11/13/21 7:42,78,16.5,470,513,261,101,108,43,602,75,92,FALSE
11/11/21 22:24,11/12/21 23:09,UTC-06:00,11/11/21 22:24,11/12/21 4:41,68,17.2,363,374,209,64,90,11,538,39,97,FALSE
11/11/21 0:16,11/11/21 22:24,UTC-06:00,11/11/21 0:16,11/11/21 8:21,87,16.9,427,483,265,53,109,56,493,61,88,FALSE
11/10/21 0:05,11/11/21 0:16,UTC-06:00,11/10/21 13:33,11/10/21 14:35,11,19.5,57,62,48,9,0,5,540,61,92,TRUE
11/10/21 0:05,11/11/21 0:16,UTC-06:00,11/10/21 0:05,11/10/21 7:25,74,16.8,406,438,166,83,157,32,548,40,94,FALSE
11/8/21 23:56,11/10/21 0:05,UTC-06:00,11/8/21 23:56,11/9/21 8:05,83,17.1,455,485,231,97,127,30,546,40,93,FALSE
11/7/21 23:21,11/8/21 23:56,UTC-06:00,11/7/21 23:21,11/8/21 7:09,83,16.6,396,467,204,77,115,71,477,0,84,FALSE
11/7/21 1:08,11/8/21 0:21,UTC-05:00,11/7/21 1:08,11/7/21 10:26,100,16.9,517,555,231,96,190,38,494,15,93,FALSE
11/6/21 1:40,11/7/21 1:08,UTC-05:00,11/6/21 1:40,11/6/21 9:38,95,16.6,433,478,231,63,139,45,454,12,90,FALSE
11/4/21 22:41,11/6/21 1:40,UTC-05:00,11/5/21 10:35,11/5/21 11:56,15,18.5,72,74,41,16,15,2,489,12,98,TRUE
11/4/21 22:41,11/6/21 1:40,UTC-05:00,11/4/21 22:41,11/5/21 7:47,96,17,513,538,205,101,207,25,534,35,95,FALSE
11/4/21 1:39,11/4/21 22:41,UTC-05:00,11/4/21 1:39,11/4/21 8:41,85,16.2,393,419,176,85,132,26,462,52,94,FALSE
11/2/21 23:49,11/4/21 1:39,UTC-05:00,11/3/21 11:55,11/3/21 13:41,17,17.1,91,101,74,17,0,10,529,52,91,TRUE
11/2/21 23:49,11/4/21 1:39,UTC-05:00,11/2/21 23:49,11/3/21 7:40,78,16.4,418,458,182,82,154,40,536,21,91,FALSE
11/2/21 1:02,11/2/21 23:49,UTC-05:00,11/2/21 1:02,11/2/21 8:42,93,16.9,430,457,182,88,160,27,463,80,95,FALSE
11/1/21 0:44,11/2/21 1:02,UTC-05:00,11/1/21 12:18,11/1/21 14:34,22,17.8,125,132,62,29,34,7,568,80,95,TRUE
11/1/21 0:44,11/2/21 1:02,UTC-05:00,11/1/21 0:44,11/1/21 6:36,66,17.5,328,339,147,77,104,11,495,18,96,FALSE
10/31/21 1:56,11/1/21 0:44,UTC-05:00,10/31/21 1:56,10/31/21 11:11,94,17.1,502,555,266,85,151,53,531,40,90,FALSE
10/30/21 0:18,10/31/21 1:56,UTC-05:00,10/30/21 0:18,10/30/21 7:44,83,16.8,385,446,207,69,109,61,465,42,89,FALSE
10/29/21 0:27,10/30/21 0:18,UTC-05:00,10/29/21 8:30,10/29/21 10:06,16,15.8,83,95,62,10,11,12,517,42,87,TRUE
10/29/21 0:27,10/30/21 0:18,UTC-05:00,10/29/21 0:27,10/29/21 8:07,82,17.1,422,460,268,58,96,38,513,26,93,FALSE
10/27/21 23:54,10/29/21 0:27,UTC-05:00,10/27/21 23:54,10/28/21 8:09,89,17.2,430,495,150,78,202,65,486,0,86,FALSE
10/27/21 0:55,10/27/21 23:54,UTC-05:00,10/27/21 0:55,10/27/21 10:28,100,15.9,537,573,154,130,253,36,500,0,94,FALSE
10/25/21 23:52,10/27/21 0:55,UTC-05:00,10/25/21 23:52,10/26/21 8:39,100,17,505,526,272,100,133,21,461,45,96,FALSE
10/25/21 0:28,10/25/21 23:52,UTC-05:00,10/25/21 12:27,10/25/21 14:02,16,19.3,86,94,45,22,19,8,533,45,94,TRUE
10/25/21 0:28,10/25/21 23:52,UTC-05:00,10/25/21 0:28,10/25/21 7:04,81,17.1,366,391,210,43,113,25,451,42,93,FALSE
10/24/21 1:45,10/25/21 0:28,UTC-05:00,10/24/21 16:38,10/24/21 18:00,14,18.5,72,81,59,0,13,9,522,42,91,TRUE
10/24/21 1:45,10/25/21 0:28,UTC-05:00,10/24/21 1:45,10/24/21 9:47,82,15.8,450,476,189,75,186,26,546,49,94,FALSE
10/23/21 1:02,10/24/21 1:45,UTC-05:00,10/23/21 1:02,10/23/21 8:15,79,16.9,402,432,241,63,98,30,510,0,93,FALSE
10/21/21 23:33,10/23/21 1:02,UTC-05:00,10/21/21 23:33,10/22/21 8:58,100,16.6,520,565,244,83,193,45,515,11,92,FALSE
10/21/21 0:14,10/21/21 23:33,UTC-05:00,10/21/21 0:14,10/21/21 8:43,95,16.5,473,507,202,108,163,34,498,14,93,FALSE
10/19/21 23:00,10/21/21 0:14,UTC-05:00,10/19/21 23:00,10/20/21 7:33,94,16.9,478,509,218,94,166,31,511,2,94,FALSE
10/19/21 0:08,10/19/21 23:00,UTC-05:00,10/19/21 0:08,10/19/21 8:38,99,17.1,473,507,217,108,148,34,479,37,93,FALSE
10/18/21 0:00,10/19/21 0:08,UTC-05:00,10/18/21 12:27,10/18/21 13:55,13,18.6,69,87,60,9,0,18,525,0,80,TRUE
9/7/21 23:48,9/8/21 22:51,UTC-05:00,9/8/21 10:33,9/8/21 12:43,23,18,118,129,50,18,50,11,517,42,93,TRUE
9/7/21 23:48,9/8/21 22:51,UTC-05:00,9/7/21 23:48,9/8/21 7:28,82,17,417,446,223,83,111,29,508,9,93,FALSE
9/6/21 22:51,9/7/21 23:48,UTC-05:00,9/6/21 22:51,9/7/21 8:14,97,16.9,504,563,215,107,182,59,520,0,89,FALSE
9/5/21 22:19,9/6/21 22:51,UTC-05:00,9/5/21 22:19,9/6/21 7:12,100,17.2,480,520,276,90,114,40,476,0,92,FALSE
9/1/21 23:28,9/2/21 22:16,UTC-05:00,9/1/21 23:28,9/2/21 8:30,100,17.1,518,539,263,71,184,21,468,45,96,FALSE
8/31/21 22:16,9/1/21 23:28,UTC-05:00,9/1/21 9:52,9/1/21 11:37,17,18.6,91,103,51,13,27,12,523,45,90,TRUE
8/31/21 22:16,9/1/21 23:28,UTC-05:00,8/31/21 22:16,9/1/21 7:19,85,16.9,458,543,273,77,108,85,540,40,86,FALSE
8/30/21 23:12,8/31/21 22:16,UTC-05:00,8/30/21 23:12,8/31/21 7:55,83,17.1,472,523,183,98,191,51,567,52,91,FALSE
8/29/21 23:41,8/30/21 23:12,UTC-05:00,8/29/21 23:41,8/30/21 6:46,78,16.5,387,422,178,68,141,35,497,0,93,FALSE
8/28/21 23:56,8/29/21 23:41,UTC-05:00,8/28/21 23:56,8/29/21 8:28,100,17.1,450,512,269,46,135,62,413,39,87,FALSE
8/27/21 22:42,8/28/21 23:56,UTC-05:00,8/28/21 13:03,8/28/21 15:03,21,18.8,108,120,98,0,10,12,518,39,90,TRUE
8/27/21 22:42,8/28/21 23:56,UTC-05:00,8/27/21 22:42,8/28/21 9:19,87,16.5,554,631,204,144,206,77,636,102,89,FALSE
8/26/21 21:42,8/27/21 22:42,UTC-05:00,8/26/21 21:42,8/27/21 4:46,57,17.2,292,422,153,69,70,130,517,21,69,FALSE
8/25/21 22:41,8/26/21 21:42,UTC-05:00,8/25/21 22:41,8/26/21 7:57,93,16.6,518,555,212,90,216,37,560,80,93,FALSE
8/24/21 2:11,8/24/21 23:12,UTC-05:00,8/24/21 2:11,8/24/21 8:29,66,16.5,362,379,122,79,161,17,551,45,95,FALSE
8/22/21 23:12,8/24/21 2:11,UTC-05:00,8/22/21 23:12,8/23/21 6:29,81,16.8,405,437,148,81,176,32,502,24,95,FALSE
8/22/21 0:46,8/22/21 23:12,UTC-05:00,8/22/21 0:46,8/22/21 8:41,92,17.1,440,471,220,75,145,31,479,0,93,FALSE
8/20/21 22:34,8/22/21 0:46,UTC-05:00,8/20/21 22:34,8/21/21 7:56,100,16.7,525,561,261,102,162,36,503,0,93,FALSE
8/19/21 23:26,8/20/21 22:34,UTC-05:00,8/19/21 23:26,8/20/21 9:06,100,16.8,533,580,284,77,172,47,493,0,91,FALSE
8/18/21 23:22,8/19/21 23:26,UTC-05:00,8/18/21 23:22,8/19/21 9:00,100,17,545,570,250,94,201,25,510,18,95,FALSE
8/17/21 23:52,8/18/21 23:22,UTC-05:00,8/17/21 23:52,8/18/21 8:14,94,17.6,460,502,225,97,138,42,490,15,91,FALSE
8/12/21 23:49,8/13/21 22:46,UTC-05:00,8/12/21 23:49,8/13/21 7:54,95,17.1,461,484,180,99,182,23,487,0,95,FALSE
8/11/21 22:46,8/12/21 23:49,UTC-05:00,8/11/21 22:46,8/12/21 8:32,100,17,548,586,255,86,207,38,276,194,93,FALSE
8/10/21 18:02,8/11/21 22:46,UTC-05:00,8/11/21 0:03,8/11/21 7:13,61,17.1,410,430,174,80,156,20,670,194,95,TRUE
8/10/21 18:02,8/11/21 22:46,UTC-05:00,8/10/21 18:02,8/10/21 20:29,18,18.3,104,147,66,7,31,43,564,79,77,FALSE
8/9/21 22:59,8/10/21 18:02,UTC-05:00,8/9/21 22:59,8/10/21 7:39,74,17.1,488,519,207,129,152,31,663,163,94,FALSE
8/8/21 23:26,8/10/21 12:59,UTC+09:00,8/8/21 23:26,8/9/21 2:36,31,17.8,169,177,50,55,64,8,538,57,95,FALSE
8/8/21 1:09,8/8/21 23:26,UTC+09:00,8/8/21 1:09,8/8/21 8:39,76,16.9,395,440,206,74,115,45,519,18,89,FALSE
8/7/21 0:55,8/8/21 1:09,UTC+09:00,8/7/21 0:55,8/7/21 7:38,94,17.3,380,403,154,77,149,23,405,109,94,FALSE
8/6/21 3:05,8/7/21 0:55,UTC+09:00,8/6/21 13:06,8/6/21 16:31,31,18.1,182,201,102,32,48,19,587,109,91,TRUE
8/6/21 3:05,8/7/21 0:55,UTC+09:00,8/6/21 3:05,8/6/21 8:00,54,17.2,277,294,116,84,77,17,514,78,94,FALSE
8/4/21 23:34,8/6/21 3:05,UTC+09:00,8/5/21 14:19,8/5/21 15:26,10,19.3,55,66,45,9,1,11,567,78,84,TRUE
8/4/21 23:34,8/6/21 3:05,UTC+09:00,8/4/21 23:34,8/5/21 6:27,67,17.2,372,409,120,87,165,37,560,55,90,FALSE
8/3/21 23:28,8/4/21 23:34,UTC+09:00,8/3/21 23:28,8/4/21 6:53,82,17.6,411,445,165,89,157,34,502,80,92,FALSE
8/2/21 23:20,8/3/21 23:28,UTC+09:00,8/3/21 17:13,8/3/21 18:30,12,17.8,71,77,29,22,20,6,573,80,100,TRUE
8/2/21 23:20,8/3/21 23:28,UTC+09:00,8/2/21 23:20,8/3/21 6:57,66,16.8,361,455,155,79,127,94,546,48,79,FALSE
8/1/21 23:57,8/2/21 23:20,UTC+09:00,8/1/21 23:57,8/2/21 7:02,84,17.2,375,422,248,42,85,47,445,33,88,FALSE
8/1/21 0:30,8/1/21 23:57,UTC+09:00,8/1/21 15:52,8/1/21 17:07,14,18.7,70,73,43,16,11,3,515,33,96,TRUE
8/1/21 0:30,8/1/21 23:57,UTC+09:00,8/1/21 0:30,8/1/21 7:26,89,17.5,398,413,180,70,148,15,450,39,96,FALSE
7/30/21 23:36,8/1/21 0:30,UTC+09:00,7/31/21 17:07,7/31/21 18:58,17,18.6,93,111,69,20,4,18,544,39,86,TRUE
7/30/21 23:36,8/1/21 0:30,UTC+09:00,7/30/21 23:36,7/31/21 8:44,87,16.8,491,539,189,101,201,48,563,73,91,FALSE
7/29/21 22:31,7/30/21 23:36,UTC+09:00,7/29/21 22:31,7/30/21 6:20,76,17.2,449,469,206,98,145,20,588,87,95,FALSE
7/29/21 0:30,7/29/21 22:31,UTC+09:00,7/29/21 0:30,7/29/21 6:45,63,17.2,345,374,144,82,119,29,549,57,92,FALSE
7/27/21 23:22,7/29/21 0:30,UTC+09:00,7/27/21 23:22,7/28/21 6:52,76,17,407,450,168,89,150,43,534,30,91,FALSE
7/26/21 23:05,7/27/21 23:22,UTC+09:00,7/26/21 23:05,7/27/21 6:51,90,17.2,431,459,192,87,152,28,479,0,93,FALSE
7/26/21 0:52,7/26/21 23:05,UTC+09:00,7/26/21 0:52,7/26/21 7:36,100,17.3,371,404,150,86,135,33,370,211,92,FALSE
7/24/21 23:19,7/26/21 0:52,UTC+09:00,7/25/21 3:43,7/25/21 9:15,47,16.7,320,328,105,76,139,8,687,211,97,TRUE
7/24/21 23:19,7/26/21 0:52,UTC+09:00,7/24/21 23:19,7/25/21 0:29,11,17.4,51,69,51,0,0,18,479,0,74,FALSE
7/23/21 22:30,7/24/21 23:19,UTC+09:00,7/23/21 22:30,7/24/21 10:05,100,16.9,583,694,235,111,237,111,545,59,84,FALSE
7/22/21 23:01,7/23/21 22:30,UTC+09:00,7/22/21 23:01,7/23/21 6:40,75,17.3,413,450,157,103,153,37,548,58,91,FALSE
7/21/21 22:47,7/22/21 23:01,UTC+09:00,7/21/21 22:47,7/22/21 6:34,81,17.2,422,467,209,82,131,45,523,15,90,FALSE
7/20/21 23:58,7/21/21 22:47,UTC+09:00,7/20/21 23:58,7/21/21 9:19,95,17,517,560,204,107,206,43,545,58,92,FALSE
7/19/21 23:48,7/20/21 23:58,UTC+09:00,7/19/21 23:48,7/20/21 6:42,81,16.6,357,401,137,63,157,44,443,67,89,FALSE
7/18/21 22:41,7/19/21 23:48,UTC+09:00,7/19/21 14:08,7/19/21 16:19,21,17.9,119,130,70,22,27,11,563,67,91,TRUE
7/18/21 22:41,7/19/21 23:48,UTC+09:00,7/18/21 22:41,7/19/21 6:41,78,16.6,427,477,189,75,163,50,547,67,89,FALSE
7/17/21 23:33,7/18/21 22:41,UTC+09:00,7/17/21 23:33,7/18/21 6:29,78,16.6,396,416,168,88,140,20,508,30,95,FALSE
7/16/21 22:37,7/17/21 23:33,UTC+09:00,7/16/21 22:37,7/17/21 8:40,90,16.8,524,602,198,103,223,78,584,76,87,FALSE
7/15/21 22:31,7/16/21 22:37,UTC+09:00,7/15/21 22:31,7/16/21 6:39,75,16.3,441,488,191,106,144,47,589,99,90,FALSE
7/15/21 0:22,7/15/21 22:31,UTC+09:00,7/15/21 0:22,7/15/21 6:23,58,16.5,335,360,136,75,124,25,579,73,93,FALSE
7/13/21 23:29,7/15/21 0:22,UTC+09:00,7/13/21 23:29,7/14/21 6:32,69,16.7,391,421,160,95,136,30,567,71,92,FALSE
7/13/21 1:43,7/13/21 23:29,UTC+09:00,7/13/21 1:43,7/13/21 6:33,70,16.5,279,286,95,66,118,7,399,30,97,FALSE
7/11/21 23:16,7/13/21 1:43,UTC+09:00,7/12/21 13:46,7/12/21 16:17,25,18.5,131,150,80,16,35,19,527,30,88,TRUE
7/11/21 23:16,7/13/21 1:43,UTC+09:00,7/11/21 23:16,7/12/21 6:40,90,17.4,399,442,172,94,133,43,445,92,92,FALSE
7/11/21 0:11,7/11/21 23:16,UTC+09:00,7/11/21 16:47,7/11/21 19:03,22,18.8,125,136,57,26,42,11,571,92,93,TRUE
7/11/21 0:11,7/11/21 23:16,UTC+09:00,7/11/21 0:11,7/11/21 6:31,61,17.6,303,379,110,57,136,76,497,15,81,FALSE
7/9/21 22:42,7/11/21 0:11,UTC+09:00,7/9/21 22:42,7/10/21 8:52,95,16.5,547,601,225,123,199,54,574,73,91,FALSE
7/8/21 22:52,7/9/21 22:42,UTC+09:00,7/8/21 22:52,7/9/21 6:30,76,17.6,431,457,178,75,178,26,569,78,94,FALSE
7/7/21 23:23,7/8/21 22:52,UTC+09:00,7/7/21 23:23,7/8/21 6:29,67,16.7,390,426,181,75,134,36,581,76,91,FALSE
7/6/21 22:50,7/7/21 23:23,UTC+09:00,7/6/21 22:50,7/7/21 6:29,68,17,403,459,256,58,89,56,589,102,88,FALSE
7/6/21 0:35,7/6/21 22:50,UTC+09:00,7/6/21 0:35,7/6/21 6:31,57,16.5,329,352,203,37,89,23,581,102,93,FALSE
7/5/21 0:51,7/6/21 0:35,UTC+09:00,7/5/21 0:51,7/5/21 6:19,57,16.9,293,328,148,76,69,35,519,66,92,FALSE
7/3/21 23:49,7/5/21 0:51,UTC+09:00,7/4/21 9:46,7/4/21 11:00,12,19,64,73,40,13,11,9,544,66,92,TRUE
7/3/21 23:49,7/5/21 0:51,UTC+09:00,7/3/21 23:49,7/4/21 6:39,72,16.4,387,411,173,82,132,24,536,58,94,FALSE
7/3/21 0:48,7/3/21 23:49,UTC+09:00,7/3/21 0:48,7/3/21 8:49,81,16.2,454,481,172,97,185,27,562,61,95,FALSE
7/2/21 0:25,7/3/21 0:48,UTC+09:00,7/2/21 0:25,7/2/21 8:04,74,15.9,423,458,173,89,161,35,571,109,92,FALSE
7/1/21 0:35,7/2/21 0:25,UTC+09:00,7/1/21 15:20,7/1/21 16:23,9,18,56,58,46,3,7,2,624,109,100,TRUE
7/1/21 0:35,7/2/21 0:25,UTC+09:00,7/1/21 0:35,7/1/21 6:32,54,16.2,268,354,116,52,100,86,499,0,76,FALSE
6/30/21 0:49,7/1/21 0:35,UTC+09:00,6/30/21 0:49,6/30/21 9:13,100,16.7,453,503,217,116,120,50,435,85,90,FALSE
6/28/21 23:58,6/30/21 0:49,UTC+09:00,6/29/21 13:49,6/29/21 16:29,24,18.8,140,160,62,27,51,20,575,85,89,TRUE
6/28/21 23:58,6/30/21 0:49,UTC+09:00,6/28/21 23:58,6/29/21 6:33,64,16.5,354,395,163,75,116,41,551,33,91,FALSE
6/28/21 0:46,6/28/21 23:58,UTC+09:00,6/28/21 0:46,6/28/21 9:40,89,16.6,445,534,173,107,165,89,497,90,83,FALSE
6/27/21 0:14,6/28/21 0:46,UTC+09:00,6/27/21 19:46,6/27/21 21:17,13,18.4,73,91,55,7,11,18,571,90,82,TRUE
6/27/21 0:14,6/28/21 0:46,UTC+09:00,6/27/21 0:14,6/27/21 6:39,62,17.2,359,384,196,49,114,25,579,149,95,FALSE
6/26/21 1:45,6/27/21 0:14,UTC+09:00,6/26/21 13:59,6/26/21 15:00,9,19.1,58,60,34,12,12,2,627,149,96,TRUE
6/26/21 1:45,6/27/21 0:14,UTC+09:00,6/26/21 1:45,6/26/21 5:15,37,18.9,190,209,112,43,35,19,511,0,91,FALSE
6/25/21 1:27,6/26/21 1:45,UTC+09:00,6/25/21 1:27,6/25/21 10:16,100,16.1,503,528,208,95,200,25,502,9,95,FALSE
6/24/21 0:03,6/25/21 1:27,UTC+09:00,6/24/21 0:03,6/24/21 9:44,97,16.6,528,581,186,105,237,53,543,39,91,FALSE
6/23/21 1:34,6/24/21 0:03,UTC+09:00,6/23/21 1:34,6/23/21 10:26,87,16.1,481,531,156,117,208,50,551,51,92,FALSE
6/22/21 2:29,6/23/21 1:34,UTC+09:00,6/22/21 2:29,6/22/21 9:56,83,16.2,414,446,196,58,160,32,501,0,92,FALSE
6/21/21 1:32,6/22/21 2:29,UTC+09:00,6/21/21 1:32,6/21/21 10:54,100,16.2,509,561,193,105,211,52,504,92,91,FALSE
6/20/21 0:22,6/21/21 1:32,UTC+09:00,6/20/21 16:34,6/20/21 18:03,14,17.7,81,89,58,7,16,8,582,92,93,TRUE
6/20/21 0:22,6/21/21 1:32,UTC+09:00,6/20/21 0:22,6/20/21 6:44,61,16.9,366,382,172,41,153,16,599,121,96,FALSE
6/19/21 3:52,6/20/21 0:22,UTC+09:00,6/19/21 3:52,6/19/21 8:57,49,16.2,284,304,109,75,100,20,577,64,97,FALSE
6/18/21 0:54,6/19/21 3:52,UTC+09:00,6/18/21 0:54,6/18/21 9:08,79,15.8,446,493,177,83,186,47,566,67,90,FALSE
6/17/21 1:40,6/18/21 0:54,UTC+09:00,6/17/21 1:40,6/17/21 9:26,78,16.4,440,465,165,87,188,25,564,73,95,FALSE
