Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %
8/1/21 23:57,8/2/21 23:20,UTC+09:00,72,55,69,,,12.6,2607,174,75,8/1/21 23:57,8/2/21 7:02,84,17.2,375,422,248,42,85,47,445,33,88
8/1/21 0:30,8/1/21 23:57,UTC+09:00,61,56,65,,,8,2191,176,66,8/1/21 0:30,8/1/21 7:26,89,17.5,398,413,180,70,148,15,450,39,96
7/30/21 23:36,8/1/21 0:30,UTC+09:00,48,57,60,,,13.8,2535,198,67,7/30/21 23:36,7/31/21 8:44,87,16.8,491,539,189,101,201,48,563,73,91
7/29/21 22:31,7/30/21 23:36,UTC+09:00,47,57,61,,,10.6,2578,160,73,7/29/21 22:31,7/30/21 6:20,76,17.2,449,469,206,98,145,20,588,87,95
7/29/21 0:30,7/29/21 22:31,UTC+09:00,29,57,52,,,13.1,2599,161,75,7/29/21 0:30,7/29/21 6:45,63,17.2,345,374,144,82,119,29,549,57,92
7/27/21 23:22,7/29/21 0:30,UTC+09:00,55,56,64,,,11.5,2637,161,71,7/27/21 23:22,7/28/21 6:52,76,17,407,450,168,89,150,43,534,30,91
7/26/21 23:05,7/27/21 23:22,UTC+09:00,70,54,69,,,13.6,2890,169,73,7/26/21 23:05,7/27/21 6:51,90,17.2,431,459,192,87,152,28,479,0,93
7/26/21 0:52,7/26/21 23:05,UTC+09:00,60,56,63,,,6.1,1984,157,68,7/26/21 0:52,7/26/21 7:36,100,17.3,371,404,150,86,135,33,370,211,92
7/24/21 23:19,7/26/21 0:52,UTC+09:00,44,55,72,,,5.4,2216,150,66,7/24/21 23:19,7/25/21 0:29,11,17.4,51,69,51,0,0,18,479,0,74
7/23/21 22:30,7/24/21 23:19,UTC+09:00,47,57,60,,,5.6,2209,141,63,7/23/21 22:30,7/24/21 10:05,100,16.9,583,694,235,111,237,111,545,59,84
7/22/21 23:01,7/23/21 22:30,UTC+09:00,49,56,66,,,9.5,2311,183,70,7/22/21 23:01,7/23/21 6:40,75,17.3,413,450,157,103,153,37,548,58,91
7/21/21 22:47,7/22/21 23:01,UTC+09:00,33,58,55,,,10.8,2538,187,73,7/21/21 22:47,7/22/21 6:34,81,17.2,422,467,209,82,131,45,523,15,90
7/20/21 23:58,7/21/21 22:47,UTC+09:00,63,54,71,,,14.4,2812,177,71,7/20/21 23:58,7/21/21 9:19,95,17,517,560,204,107,206,43,545,58,92
7/19/21 23:48,7/20/21 23:58,UTC+09:00,80,53,82,,,10.1,2379,175,66,7/19/21 23:48,7/20/21 6:42,81,16.6,357,401,137,63,157,44,443,67,89
7/18/21 22:41,7/19/21 23:48,UTC+09:00,64,55,70,,,12.3,2730,171,67,7/18/21 22:41,7/19/21 6:41,78,16.6,427,477,189,75,163,50,547,67,89
7/17/21 23:33,7/18/21 22:41,UTC+09:00,91,54,89,,,6.4,2088,131,69,7/17/21 23:33,7/18/21 6:29,78,16.6,396,416,168,88,140,20,508,30,95
7/16/21 22:37,7/17/21 23:33,UTC+09:00,53,57,64,,,4,2108,114,66,7/16/21 22:37,7/17/21 8:40,90,16.8,524,602,198,103,223,78,584,76,87
7/15/21 22:31,7/16/21 22:37,UTC+09:00,77,54,77,,,14.3,2932,172,72,7/15/21 22:31,7/16/21 6:39,75,16.3,441,488,191,106,144,47,589,99,90
7/15/21 0:22,7/15/21 22:31,UTC+09:00,57,55,68,,,10.7,2310,170,71,7/15/21 0:22,7/15/21 6:23,58,16.5,335,360,136,75,124,25,579,73,93
7/13/21 23:29,7/15/21 0:22,UTC+09:00,44,57,62,,,13.9,2943,169,73,7/13/21 23:29,7/14/21 6:32,69,16.7,391,421,160,95,136,30,567,71,92
7/13/21 1:43,7/13/21 23:29,UTC+09:00,34,57,55,,,12.3,2437,174,72,7/13/21 1:43,7/13/21 6:33,70,16.5,279,286,95,66,118,7,399,30,97
7/11/21 23:16,7/13/21 1:43,UTC+09:00,44,56,63,,,13,2914,166,70,7/11/21 23:16,7/12/21 6:40,90,17.4,399,442,172,94,133,43,445,92,92
7/11/21 0:11,7/11/21 23:16,UTC+09:00,56,54,76,,,5.2,2004,126,68,7/11/21 0:11,7/11/21 6:31,61,17.6,303,379,110,57,136,76,497,15,81
7/9/21 22:42,7/11/21 0:11,UTC+09:00,50,56,67,,,7.5,2331,167,64,7/9/21 22:42,7/10/21 8:52,95,16.5,547,601,225,123,199,54,574,73,91
7/8/21 22:52,7/9/21 22:42,UTC+09:00,68,55,79,,,13.1,2786,168,72,7/8/21 22:52,7/9/21 6:30,76,17.6,431,457,178,75,178,26,569,78,94
7/7/21 23:23,7/8/21 22:52,UTC+09:00,61,55,71,,,11,2451,169,71,7/7/21 23:23,7/8/21 6:29,67,16.7,390,426,181,75,134,36,581,76,91
7/6/21 22:50,7/7/21 23:23,UTC+09:00,92,52,92,,,14,2987,180,72,7/6/21 22:50,7/7/21 6:29,68,17,403,459,256,58,89,56,589,102,88
7/6/21 0:35,7/6/21 22:50,UTC+09:00,88,51,95,,,9.7,2238,144,70,7/6/21 0:35,7/6/21 6:31,57,16.5,329,352,203,37,89,23,581,102,93
7/5/21 0:51,7/6/21 0:35,UTC+09:00,46,56,62,,,5.6,2084,135,70,7/5/21 0:51,7/5/21 6:19,57,16.9,293,328,148,76,69,35,519,66,92
7/3/21 23:49,7/5/21 0:51,UTC+09:00,82,54,78,,,15.6,3272,177,75,7/3/21 23:49,7/4/21 6:39,72,16.4,387,411,173,82,132,24,536,58,94
7/3/21 0:48,7/3/21 23:49,UTC+09:00,52,56,64,,,4,1951,129,65,7/3/21 0:48,7/3/21 8:49,81,16.2,454,481,172,97,185,27,562,61,95
7/2/21 0:25,7/3/21 0:48,UTC+09:00,48,56,62,,,13.1,2770,169,71,7/2/21 0:25,7/2/21 8:04,74,15.9,423,458,173,89,161,35,571,109,92
7/1/21 0:35,7/2/21 0:25,UTC+09:00,43,56,60,,,15.9,3325,181,78,7/1/21 0:35,7/1/21 6:32,54,16.2,268,354,116,52,100,86,499,0,76
6/30/21 0:49,7/1/21 0:35,UTC+09:00,63,54,67,,,12.9,2706,169,72,6/30/21 0:49,6/30/21 9:13,100,16.7,453,503,217,116,120,50,435,85,90
6/28/21 23:58,6/30/21 0:49,UTC+09:00,67,55,74,,,10.8,2566,175,67,6/28/21 23:58,6/29/21 6:33,64,16.5,354,395,163,75,116,41,551,33,91
6/28/21 0:46,6/28/21 23:58,UTC+09:00,53,56,65,,,15.7,3145,185,72,6/28/21 0:46,6/28/21 9:40,89,16.6,445,534,173,107,165,89,497,90,83
6/27/21 0:14,6/28/21 0:46,UTC+09:00,44,59,65,,,6.9,2237,146,67,6/27/21 0:14,6/27/21 6:39,62,17.2,359,384,196,49,114,25,579,149,95
6/26/21 1:45,6/27/21 0:14,UTC+09:00,1,72,19,,,10.1,2253,164,76,6/26/21 1:45,6/26/21 5:15,37,18.9,190,209,112,43,35,19,511,0,91
6/25/21 1:27,6/26/21 1:45,UTC+09:00,43,56,65,,,14.8,3124,165,78,6/25/21 1:27,6/25/21 10:16,100,16.1,503,528,208,95,200,25,502,9,95
6/24/21 0:03,6/25/21 1:27,UTC+09:00,68,53,83,,,11.6,2651,174,70,6/24/21 0:03,6/24/21 9:44,97,16.6,528,581,186,105,237,53,543,39,91
6/23/21 1:34,6/24/21 0:03,UTC+09:00,60,53,79,,,13.6,2731,170,71,6/23/21 1:34,6/23/21 10:26,87,16.1,481,531,156,117,208,50,551,51,92
6/22/21 2:29,6/23/21 1:34,UTC+09:00,91,49,95,,,12.8,2632,176,70,6/22/21 2:29,6/22/21 9:56,83,16.2,414,446,196,58,160,32,501,0,92
6/21/21 1:32,6/22/21 2:29,UTC+09:00,82,51,88,,,13.3,2884,166,70,6/21/21 1:32,6/21/21 10:54,100,16.2,509,561,193,105,211,52,504,92,91
6/20/21 0:22,6/21/21 1:32,UTC+09:00,83,50,92,,,11.5,2645,168,69,6/20/21 0:22,6/20/21 6:44,61,16.9,366,382,172,41,153,16,599,121,96
6/19/21 3:52,6/20/21 0:22,UTC+09:00,43,54,73,,,4.2,1755,116,65,6/19/21 3:52,6/19/21 8:57,49,16.2,284,304,109,75,100,20,577,64,97
6/18/21 0:54,6/19/21 3:52,UTC+09:00,84,51,88,,,15.2,3343,183,75,6/18/21 0:54,6/18/21 9:08,79,15.8,446,493,177,83,186,47,566,67,90
6/17/21 1:40,6/18/21 0:54,UTC+09:00,68,51,82,,,12.8,2437,175,67,6/17/21 1:40,6/17/21 9:26,78,16.4,440,465,165,87,188,25,564,73,95
6/16/21 2:14,6/17/21 1:40,UTC+09:00,90,50,88,,,11,2473,166,69,6/16/21 2:14,6/16/21 9:36,76,15.8,414,441,207,57,150,27,543,55,94
6/15/21 0:35,6/16/21 2:14,UTC+09:00,90,50,87,,,10.2,2560,175,64,6/15/21 0:35,6/15/21 8:40,82,16.1,443,485,191,64,188,42,541,39,91
6/14/21 0:51,6/15/21 0:35,UTC+09:00,40,55,68,,,13.3,2757,169,70,6/14/21 0:51,6/14/21 8:20,87,17.3,411,449,230,67,114,38,473,104,91
6/13/21 1:15,6/14/21 0:51,UTC+09:00,50,52,76,,,6.8,2160,143,66,6/13/21 1:15,6/13/21 6:45,56,16.5,315,330,131,73,111,15,564,58,96
6/12/21 3:13,6/13/21 1:15,UTC+09:00,87,51,86,,,14,2545,182,72,6/12/21 3:13,6/12/21 9:41,81,16.7,361,387,144,77,140,26,448,27,93
6/11/21 0:30,6/12/21 3:13,UTC+09:00,83,52,85,,,4.9,2311,142,61,6/11/21 0:30,6/11/21 9:47,91,15.5,520,557,170,109,241,37,570,83,93
6/10/21 1:00,6/11/21 0:30,UTC+09:00,53,54,72,,,9.8,2364,160,69,6/10/21 1:00,6/10/21 8:03,65,15.8,392,423,195,82,115,31,603,88,93
6/9/21 0:37,6/10/21 1:00,UTC+09:00,53,54,74,,,15.4,2774,198,73,6/9/21 0:37,6/9/21 7:16,63,16.3,346,398,98,86,162,52,551,58,87
6/8/21 0:32,6/9/21 0:37,UTC+09:00,83,51,85,,,11.6,2565,156,72,6/8/21 0:32,6/8/21 7:59,81,15.7,430,446,195,84,151,16,532,42,96
6/7/21 1:20,6/8/21 0:32,UTC+09:00,82,50,86,,,10.4,2391,157,66,6/7/21 1:20,6/7/21 9:31,86,15.9,464,491,186,93,185,27,540,130,94
6/6/21 7:11,6/7/21 1:20,UTC+09:00,28,56,67,,,4.3,1566,125,62,6/6/21 7:11,6/6/21 11:31,45,17.4,247,260,118,52,77,13,548,55,94
6/5/21 1:31,6/6/21 7:11,UTC+09:00,63,54,75,,,11.4,2984,181,66,6/5/21 1:31,6/5/21 9:36,82,15.7,450,485,179,93,178,35,548,49,92
6/4/21 2:02,6/5/21 1:31,UTC+09:00,54,54,72,,,12.6,2464,181,65,6/4/21 2:02,6/4/21 10:12,79,15,403,489,110,98,195,86,511,27,82
6/3/21 0:50,6/4/21 2:02,UTC+09:00,56,53,73,,,8.4,2406,143,65,6/3/21 0:50,6/3/21 10:01,91,15.3,496,550,186,96,214,54,545,52,90
6/2/21 2:04,6/3/21 0:50,UTC+09:00,59,52,76,,,11.5,2325,189,69,6/2/21 2:04,6/2/21 9:38,78,15.5,414,454,194,68,152,40,531,48,91
6/1/21 2:15,6/2/21 2:04,UTC+09:00,49,54,71,,,7.7,2245,132,64,6/1/21 2:15,6/1/21 11:23,84,16.5,410,547,191,63,156,137,489,9,75
5/30/21 20:29,6/1/21 2:15,UTC+09:00,67,53,79,,,6.2,2642,150,62,5/30/21 20:29,5/31/21 7:44,97,16.5,535,675,224,94,217,140,554,70,79
5/30/21 1:03,5/30/21 20:29,UTC+09:00,39,56,65,,,8.6,1960,149,69,5/30/21 1:03,5/30/21 6:30,77,15.8,251,327,78,65,108,76,326,54,77
5/28/21 21:19,5/30/21 1:03,UTC+09:00,38,57,63,,,9.5,2676,160,68,5/28/21 21:19,5/29/21 4:56,77,16.4,406,457,171,96,139,51,527,39,88
5/28/21 0:21,5/28/21 21:19,UTC+09:00,62,55,76,,,9.8,2153,147,69,5/28/21 0:21,5/28/21 5:58,87,16.9,313,333,148,62,103,20,360,88,94
5/27/21 1:45,5/28/21 0:21,UTC+09:00,68,52,84,,,10.3,2352,160,66,5/27/21 1:45,5/27/21 6:50,63,16.7,285,302,133,55,97,17,454,85,94
5/26/21 0:34,5/27/21 1:45,UTC+09:00,57,56,75,,,10.6,2582,150,67,5/26/21 0:34,5/26/21 7:40,64,15.9,403,426,183,74,146,23,628,152,94
5/23/21 14:25,5/23/21 23:08,UTC+09:00,25,57,67,,,5.4,1180,128,74,5/23/21 14:25,5/23/21 17:29,36,17.7,174,183,105,30,39,9,483,0,97
5/21/21 23:27,5/23/21 0:25,UTC-05:00,42,57,65,,,8.4,2361,144,68,5/21/21 23:27,5/22/21 10:07,100,16.4,582,641,270,108,204,59,526,33,92
5/20/21 23:08,5/21/21 23:27,UTC-05:00,75,53,89,,,11.4,2574,150,73,5/20/21 23:08,5/21/21 7:59,89,16,483,525,197,104,182,42,544,38,91
5/20/21 0:11,5/20/21 23:08,UTC-05:00,77,52,91,,,14,2546,188,74,5/20/21 0:11,5/20/21 8:17,84,16.2,442,470,136,103,203,28,527,24,94
5/18/21 23:28,5/20/21 0:11,UTC-05:00,59,53,75,,,13.4,2821,165,80,5/18/21 23:28,5/19/21 8:13,92,17.3,481,524,222,91,168,43,520,27,91
5/18/21 0:28,5/18/21 23:28,UTC-05:00,55,56,73,,,11.4,2389,174,80,5/18/21 0:28,5/18/21 9:15,91,17,475,524,242,78,155,49,524,18,90
5/17/21 1:43,5/18/21 0:28,UTC-05:00,79,51,90,,,14,2737,187,82,5/17/21 1:43,5/17/21 10:19,94,16.8,468,507,250,76,142,39,498,0,92
5/15/21 21:24,5/17/21 1:43,UTC-05:00,75,46,81,,,12.5,2965,172,67,5/15/21 21:24,5/16/21 10:11,100,16.3,645,768,381,93,171,123,530,48,84
5/14/21 22:15,5/15/21 21:24,UTC-05:00,96,48,121,,,7.3,2129,162,65,5/14/21 22:15,5/15/21 8:37,84,15.1,576,620,301,85,190,44,681,171,93
5/14/21 1:18,5/14/21 22:15,UTC-05:00,16,59,66,,,14.6,2620,180,83,5/14/21 1:18,5/14/21 3:54,28,18.5,145,155,97,27,21,10,516,0,93
5/13/21 0:29,5/14/21 1:18,UTC-05:00,73,52,82,,,15.5,3068,178,78,5/13/21 0:29,5/13/21 10:22,100,16.3,551,589,270,98,183,38,536,33,93
5/12/21 1:24,5/13/21 0:29,UTC-05:00,50,52,67,,,13.4,2675,165,75,5/12/21 1:24,5/12/21 9:36,89,16.5,450,492,185,78,187,42,504,0,92
5/10/21 22:54,5/12/21 1:24,UTC-05:00,98,52,102,,,13.7,2972,171,71,5/10/21 22:54,5/11/21 10:49,100,16,630,716,290,103,237,86,473,142,88
5/10/21 3:05,5/10/21 22:54,UTC-05:00,65,57,82,,,10.4,2098,153,73,5/10/21 3:05,5/10/21 6:59,40,17.5,211,218,92,52,67,7,533,45,96
5/9/21 0:09,5/10/21 3:05,UTC-05:00,69,55,73,,,10.2,2595,155,74,5/9/21 0:09,5/9/21 8:50,81,17.6,479,518,196,72,211,39,592,102,92
5/8/21 2:53,5/9/21 0:09,UTC-05:00,61,57,72,,,10.6,2273,159,82,5/8/21 2:53,5/8/21 8:15,57,17.6,283,295,149,46,88,12,496,0,95
5/6/21 22:51,5/8/21 2:53,UTC-05:00,98,52,103,,,12.1,2935,153,77,5/6/21 22:51,5/7/21 8:56,100,16.5,534,604,194,92,248,70,523,47,88
5/2/21 1:10,5/3/21 1:00,UTC-05:00,79,53,82,,,2.3,966,109,61,5/2/21 1:10,5/2/21 8:47,80,17.3,423,454,218,76,129,31,527,14,93
5/1/21 1:00,5/2/21 1:10,UTC-05:00,95,51,92,,,15,2919,188,82,5/1/21 1:00,5/1/21 9:22,94,17,461,498,239,82,140,37,492,0,92
4/29/21 23:38,5/1/21 1:00,UTC-05:00,92,52,86,,,11.3,2653,162,78,4/29/21 23:38,4/30/21 10:54,100,16.8,579,676,269,95,215,97,497,0,85
4/28/21 23:06,4/29/21 23:38,UTC-05:00,74,53,71,,,12.3,2691,173,76,4/28/21 23:06,4/29/21 9:56,100,16.8,567,647,225,117,225,80,505,0,87
4/27/21 23:28,4/28/21 23:06,UTC-05:00,70,52,69,,,13.9,2756,172,76,4/27/21 23:28,4/28/21 10:26,100,16.8,540,655,241,115,184,115,503,12,82
4/27/21 1:11,4/27/21 23:28,UTC-05:00,72,53,71,,,11,2356,159,73,4/27/21 1:11,4/27/21 10:16,96,16.7,470,545,184,81,205,75,490,0,86
4/25/21 23:06,4/27/21 1:11,UTC-05:00,99,54,91,,,10.6,2649,160,75,4/25/21 23:06,4/26/21 9:28,100,17,572,621,200,106,266,49,517,35,92
4/25/21 0:14,4/25/21 23:06,UTC-05:00,96,55,78,,,7.3,2114,159,73,4/25/21 0:14,4/25/21 9:09,85,17,481,515,285,44,152,34,566,66,93
4/24/21 1:44,4/25/21 0:14,UTC-05:00,92,56,76,,,12.8,2560,163,83,4/24/21 1:44,4/24/21 8:33,72,17.6,364,407,150,85,129,43,503,0,90
4/23/21 0:18,4/24/21 1:44,UTC-05:00,33,59,47,,,13.5,2951,165,86,4/23/21 0:18,4/23/21 8:29,100,17.8,438,491,214,79,145,53,434,9,89
4/22/21 0:27,4/23/21 0:18,UTC-05:00,46,57,54,,,12.3,2550,164,80,4/22/21 0:27,4/22/21 10:02,97,17.5,527,571,228,79,220,44,544,28,92
4/21/21 0:25,4/22/21 0:27,UTC-05:00,42,57,55,,,15.4,3163,177,85,4/21/21 0:25,4/21/21 7:59,88,17.5,392,454,141,92,159,62,443,0,86
4/19/21 23:42,4/21/21 0:25,UTC-05:00,62,56,73,,,8.9,2356,169,73,4/19/21 23:42,4/20/21 11:18,100,17.3,550,696,275,94,181,146,524,30,79
4/18/21 23:32,4/19/21 23:42,UTC-05:00,43,57,49,,,11.6,2568,159,81,4/18/21 23:32,4/19/21 8:24,87,16.7,444,531,216,82,146,87,512,21,83
4/18/21 1:03,4/18/21 23:32,UTC-05:00,55,55,66,,,10.9,2350,160,78,4/18/21 1:03,4/18/21 9:38,91,15.8,459,512,185,80,194,53,501,21,90
4/17/21 0:14,4/18/21 1:03,UTC-05:00,45,56,52,,,5.9,2208,148,72,4/17/21 0:14,4/17/21 9:00,91,16.8,469,508,167,98,204,39,516,0,92
4/16/21 0:00,4/17/21 0:14,UTC-05:00,,,,,,4.1,667,117,80,,,,,,,,,,,,,
